Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,SPY,SPY,SPY,SPY,SPY,SPY,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,38.72249984741211,39.712501525878906,38.557498931884766,39.47999954223633,37.70860290527344,148158800,73.26000213623047,77.66799926757812,73.04650115966797,76.95649719238281,76.95649719238281,159662000,51.36000061035156,53.03950119018555,51.263999938964844,52.73400115966797,52.54352951049805,31868000,245.97999572753906,251.2100067138672,245.9499969482422,250.17999267578125,227.63748168945312,126925200,99.55000305175781,101.75,98.94000244140625,101.12000274658203,95.50132751464844,35329300
2019-01-03,35.994998931884766,36.43000030517578,35.5,35.54750061035156,33.952552795410156,365248800,76.00050354003906,76.9000015258789,74.85549926757812,75.01399993896484,75.01399993896484,139512000,52.53350067138672,53.3129997253418,51.118499755859375,51.27349853515625,51.08829879760742,41960000,248.22999572753906,248.57000732421875,243.6699981689453,244.2100067138672,222.20542907714844,144140700,100.0999984741211,100.19000244140625,97.19999694824219,97.4000015258789,91.98802947998047,42579100
2019-01-04,36.13249969482422,37.13750076293945,35.95000076293945,37.064998626708984,35.401954650878906,234428400,76.5,79.69999694824219,75.91549682617188,78.76950073242188,78.76950073242188,183652000,52.12799835205078,54.0,51.84299850463867,53.903499603271484,53.70880126953125,46022000,247.58999633789062,253.11000061035156,247.1699981689453,252.38999938964844,229.64834594726562,142628800,99.72000122070312,102.51000213623047,98.93000030517578,101.93000030517578,96.26630401611328,44060600
2019-01-07,37.17499923706055,37.20750045776367,36.474998474121094,36.98249816894531,35.32314682006836,219111200,80.1155014038086,81.72799682617188,79.45950317382812,81.47550201416016,81.47550201416016,159864000,54.048500061035156,54.1349983215332,53.13199996948242,53.79600143432617,53.601688385009766,47446000,252.69000244140625,255.9499969482422,251.69000244140625,254.3800048828125,231.4590301513672,103139100,101.63999938964844,103.2699966430664,100.9800033569336,102.05999755859375,96.38909912109375,35656100
2019-01-08,37.38999938964844,37.95500183105469,37.130001068115234,37.6875,35.99652099609375,164101200,83.2344970703125,83.83049774169922,80.83049774169922,82.8290023803711,82.8290023803711,177628000,54.29999923706055,54.66749954223633,53.41749954223633,54.26850128173828,54.07248306274414,35414000,256.82000732421875,257.30999755859375,254.0,256.7699890136719,233.63368225097656,102512600,103.04000091552734,103.97000122070312,101.70999908447266,102.80000305175781,97.0879898071289,31514400
2019-01-09,37.8224983215332,38.63249969482422,37.407501220703125,38.32749938964844,36.6077995300293,180396400,82.64900207519531,83.38999938964844,82.06999969482422,82.97100067138672,82.97100067138672,126976000,54.39950180053711,54.582000732421875,53.71849822998047,54.08250045776367,53.88715362548828,26998000,257.55999755859375,258.9100036621094,256.19000244140625,257.9700012207031,234.72555541992188,95006600,103.86000061035156,104.87999725341797,103.23999786376953,104.2699966430664,98.4762954711914,32280800
2019-01-10,38.125,38.49250030517578,37.71500015258789,38.45000076293945,36.72481918334961,143122800,82.05049896240234,83.1624984741211,81.08100128173828,82.81099700927734,82.81099700927734,130154000,53.74700164794922,53.990501403808594,53.23400115966797,53.94150161743164,53.746665954589844,26598000,256.260009765625,259.1600036621094,255.5,258.8800048828125,235.5535888671875,96823900,103.22000122070312,103.75,102.37999725341797,103.5999984741211,97.84352111816406,30067600
2019-01-11,38.220001220703125,38.42499923706055,37.877498626708984,38.0724983215332,36.3642463684082,108092800,82.02749633789062,83.0145034790039,81.81099700927734,82.02799987792969,82.02799987792969,93724000,53.494998931884766,53.66849899291992,52.82149887084961,53.2234992980957,53.03125762939453,30864000,257.67999267578125,259.010009765625,257.0299987792969,258.9800109863281,235.6445770263672,73858100,103.19000244140625,103.44000244140625,101.63999938964844,102.80000305175781,97.0879898071289,28314200
